,year,conf_level,Intersection
1146,2023,high,No intersection
1147,2023,high,No intersection
1148,2023,high,No intersection
1149,2023,high,No intersection
1150,2023,high,No intersection
1151,2023,high,No intersection
1152,2023,high,No intersection
1153,2023,high,No intersection
1154,2023,high,No intersection
1155,2023,high,No intersection
1156,2023,high,No intersection
1157,2023,high,No intersection
1158,2023,high,No intersection
1159,2023,high,No intersection
1160,2023,high,No intersection
1161,2023,high,No intersection
1162,2023,high,No intersection
1163,2023,high,No intersection
1164,2023,high,No intersection
1165,2023,high,No intersection
1166,2023,high,No intersection
1167,2023,high,No intersection
1168,2023,high,No intersection
1169,2023,high,No intersection
1170,2023,high,No intersection
1171,2023,high,No intersection
1172,2023,high,No intersection
1173,2023,high,No intersection
1174,2023,high,No intersection
1175,2023,high,No intersection
1176,2023,high,No intersection
1177,2023,high,No intersection
1178,2023,high,No intersection
1179,2023,high,No intersection
1180,2023,high,No intersection
1181,2023,high,No intersection
1182,2023,high,No intersection
1183,2023,high,No intersection
1184,2023,high,No intersection
1185,2023,high,No intersection
1186,2023,high,No intersection
1187,2023,high,No intersection
1188,2023,high,No intersection
1189,2022,low,No intersection
1190,2022,low,No intersection
1191,2023,high,No intersection
1192,2023,high,No intersection
1193,2023,high,No intersection
1194,2023,high,No intersection
1195,2023,high,No intersection
1196,2024,low,No intersection
1197,2024,low,No intersection
1198,2022,low,No intersection
1199,2022,low,No intersection
1200,2023,high,No intersection
1201,2023,high,No intersection
1202,2023,high,No intersection
1203,2023,high,No intersection
1204,2023,high,No intersection
1205,2023,high,No intersection
1206,2024,low,No intersection
1207,2024,low,No intersection
1208,2024,low,No intersection
1209,2024,low,No intersection
1210,2023,high,No intersection
1211,2023,high,No intersection
1212,2023,high,No intersection
1213,2023,high,No intersection
1214,2023,high,No intersection
1215,2024,low,No intersection
1216,2024,low,No intersection
1217,2024,low,No intersection
1218,2024,low,No intersection
1219,2023,high,No intersection
1220,2023,high,No intersection
1221,2023,high,No intersection
1222,2023,high,No intersection
1223,2024,low,No intersection
1224,2024,low,No intersection
1225,2024,low,No intersection
1226,2024,low,No intersection
1227,2023,high,No intersection
1228,2023,high,No intersection
1229,2023,high,No intersection
1230,2024,low,No intersection
1231,2024,low,No intersection
1232,2024,low,No intersection
1233,2024,low,No intersection
1234,2024,low,No intersection
1235,2024,low,No intersection
1236,2023,high,No intersection
1237,2023,high,No intersection
1238,2021,high,No intersection
1239,2024,low,No intersection
1240,2024,low,No intersection
1241,2021,high,No intersection
1242,2023,high,No intersection
1243,2023,high,No intersection
1244,2021,high,No intersection
1245,2023,high,No intersection
1246,2023,high,No intersection
1247,2022,high,No intersection
1248,2021,high,No intersection
1249,2021,high,No intersection
1250,2023,high,No intersection
1251,2023,high,No intersection
1252,2021,high,No intersection
1253,2021,high,No intersection
1254,2021,high,No intersection
1255,2023,high,No intersection
1256,2023,high,No intersection
1257,2023,high,No intersection
1258,2021,high,No intersection
1259,2021,high,No intersection
1260,2021,high,No intersection
1261,2021,high,No intersection
1262,2020,high,No intersection
1263,2021,high,No intersection
1264,2021,high,No intersection
1265,2023,high,No intersection
1266,2023,high,No intersection
1267,2023,high,No intersection
1268,2024,low,No intersection
1269,2023,high,No intersection
1270,2023,high,No intersection
1271,2023,high,No intersection
1272,2023,high,No intersection
1273,2023,high,No intersection
1274,2023,high,No intersection
1275,2023,high,No intersection
1276,2023,high,No intersection
1277,2023,high,No intersection
1278,2023,high,No intersection
1279,2023,high,No intersection
1280,2023,high,No intersection
1281,2023,high,No intersection
1282,2023,high,No intersection
1283,2023,high,No intersection
1284,2024,high,No intersection
1285,2023,high,No intersection
1286,2023,high,No intersection
1287,2023,high,No intersection
1288,2024,low,No intersection
1289,2023,high,No intersection
1290,2023,high,No intersection
1291,2023,high,No intersection
1292,2023,high,No intersection
1293,2023,high,No intersection
1294,2023,high,No intersection
1295,2023,high,No intersection
1296,2023,high,No intersection
1297,2023,high,No intersection
1298,2023,high,No intersection
1299,2023,high,No intersection
1300,2023,high,No intersection
1301,2023,high,No intersection
1302,2023,high,No intersection
1303,2023,high,No intersection
1304,2023,high,No intersection
1305,2024,low,No intersection
1306,2023,high,No intersection
1307,2023,high,No intersection
1308,2023,high,No intersection
1309,2023,high,No intersection
1310,2023,high,No intersection
1311,2023,high,No intersection
1312,2023,high,No intersection
1313,2023,high,No intersection
1314,2023,high,No intersection
1315,2023,high,No intersection
1316,2023,high,No intersection
1317,2023,high,No intersection
1318,2023,high,No intersection
1319,2023,high,No intersection
1320,2023,high,No intersection
1321,2023,high,No intersection
1322,2023,high,No intersection
1323,2023,high,No intersection
1324,2023,high,No intersection
1325,2023,high,No intersection
1326,2023,high,No intersection
1327,2023,high,No intersection
1328,2023,high,No intersection
1329,2023,high,No intersection
1330,2023,high,No intersection
1331,2023,high,No intersection
1332,2023,high,No intersection
1333,2023,high,No intersection
1334,2023,high,No intersection
1335,2023,high,No intersection
1336,2023,high,No intersection
1337,2023,high,No intersection
1338,2023,high,No intersection
1339,2023,high,No intersection
1340,2023,high,No intersection
1341,2023,high,No intersection
1342,2023,high,No intersection
1343,2023,high,No intersection
1344,2023,high,No intersection
1345,2023,high,No intersection
1346,2023,high,No intersection
1347,2023,high,No intersection
1348,2023,high,No intersection
1349,2023,high,No intersection
1350,2023,high,No intersection
1351,2023,high,No intersection
1352,2023,high,No intersection
1353,2023,high,No intersection
1354,2023,high,No intersection
1355,2024,low,No intersection
1356,2023,high,No intersection
1357,2023,high,No intersection
1358,2023,high,No intersection
1359,2024,low,No intersection
1360,2024,low,No intersection
1361,2023,high,No intersection
1362,2023,high,No intersection
1363,2023,high,No intersection
1364,2023,high,No intersection
1365,2023,high,No intersection
1366,2023,high,No intersection
1367,2023,high,No intersection
1368,2024,low,No intersection
1369,2022,high,No intersection
1370,2022,high,No intersection
1371,2021,high,No intersection
1372,2021,high,No intersection
1373,2022,high,No intersection
1374,2022,high,No intersection
1375,2023,high,No intersection
1376,2024,low,No intersection
1377,2024,high,No intersection
1378,2023,high,No intersection
1379,2023,high,No intersection
1380,2023,high,No intersection
1381,2023,high,No intersection
1382,2023,high,No intersection
1383,2021,high,No intersection
1384,2022,high,No intersection
1385,2022,high,No intersection
1386,2022,high,No intersection
1387,2022,high,No intersection
1388,2021,high,No intersection
1389,2021,high,No intersection
1390,2021,high,No intersection
1391,2021,high,No intersection
1392,2021,high,No intersection
1393,2021,high,No intersection
1394,2022,high,No intersection
1395,2024,high,No intersection
1396,2023,high,No intersection
1397,2023,high,No intersection
1398,2023,high,No intersection
1399,2023,high,No intersection
1400,2023,high,No intersection
1401,2021,high,No intersection
1402,2021,high,No intersection
1403,2022,high,No intersection
1404,2023,high,No intersection
1405,2022,high,No intersection
1406,2022,high,No intersection
1407,2022,high,No intersection
1408,2022,high,No intersection
1409,2022,high,No intersection
1410,2022,high,No intersection
1411,2021,high,No intersection
1412,2021,high,No intersection
1413,2021,high,No intersection
1414,2021,high,No intersection
1415,2021,high,No intersection
1416,2021,high,No intersection
1417,2022,high,No intersection
1418,2024,high,No intersection
1419,2023,high,No intersection
1420,2023,high,No intersection
1421,2023,high,No intersection
1422,2023,high,No intersection
1423,2023,high,No intersection
1424,2023,high,No intersection
1425,2023,high,No intersection
1426,2021,high,No intersection
1427,2021,high,No intersection
1428,2022,high,No intersection
1429,2023,high,No intersection
1430,2022,high,No intersection
1431,2022,high,No intersection
1432,2022,high,No intersection
1433,2022,high,No intersection
1434,2022,high,No intersection
1435,2022,high,No intersection
1436,2021,high,No intersection
1437,2021,high,No intersection
1438,2021,high,No intersection
1439,2021,high,No intersection
1440,2021,high,No intersection
1441,2021,high,No intersection
1442,2023,high,No intersection
1443,2023,high,No intersection
1444,2023,high,No intersection
1445,2023,high,No intersection
1446,2023,high,No intersection
1447,2023,high,No intersection
1448,2023,high,No intersection
1449,2021,high,No intersection
1450,2021,high,No intersection
1451,2022,high,No intersection
1452,2023,high,No intersection
1453,2022,high,No intersection
1454,2022,high,No intersection
1455,2022,high,No intersection
1456,2022,high,No intersection
1457,2022,high,No intersection
1458,2021,high,No intersection
1459,2021,high,No intersection
1460,2021,high,No intersection
1461,2021,high,No intersection
1462,2021,high,No intersection
1463,2021,high,No intersection
1464,2021,high,No intersection
1465,2023,high,No intersection
1466,2023,high,No intersection
1467,2023,high,No intersection
1468,2023,high,No intersection
1469,2023,high,No intersection
1470,2023,high,No intersection
1471,2023,high,No intersection
1472,2023,high,No intersection
1473,2022,high,No intersection
1474,2023,high,No intersection
1475,2023,high,No intersection
1476,2022,high,No intersection
1477,2022,high,No intersection
1478,2022,high,No intersection
1479,2022,high,No intersection
1480,2022,high,No intersection
1481,2021,high,No intersection
1482,2021,high,No intersection
1483,2021,high,No intersection
1484,2021,high,No intersection
1485,2021,high,No intersection
1486,2021,high,No intersection
1487,2021,high,No intersection
1488,2023,high,No intersection
1489,2023,high,No intersection
